id,icao,hub_cost,done,yd,jd,fd
750,FAGM,36000,True,143.0,124.0,54.0
751,FAHR,36000,True,237.0,48.0,89.0
752,FAOR,36000,True,230.0,132.0,36.0
753,FAKD,36000,True,,,
754,FAKM,36000,True,303.0,52.0,37.0
755,FAKN,36000,True,,,
756,FAKU,36000,True,,,
757,FAKZ,36000,True,,,
758,FALA,36000,True,149.0,90.0,37.0
759,FALC,36000,True,170.0,134.0,17.0
760,FALE,36000,True,121.0,137.0,32.0
761,FALW,36000,True,,,
762,FALY,36000,True,,,
763,FAMD,36000,True,,,
764,FAMG,36000,True,,,
765,FAMM,36000,True,218.0,116.0,30.0
766,FAMN,36000,True,,,
767,FAMU,36000,True,107.0,137.0,26.0
768,FANC,36000,True,196.0,71.0,77.0
769,FAOH,36000,True,,,
770,FAPE,36000,True,283.0,64.0,77.0
771,FAPG,36000,True,,,
772,FAPH,36000,True,,,
773,FAPJ,36000,True,,,
774,FAPM,36000,True,234.0,136.0,21.0
775,FAPP,36000,True,,,
776,FAPS,36000,True,,,
777,FAQT,36000,True,,,
778,FARB,36000,True,,,
779,FARS,36000,True,,,
780,FASB,36000,True,,,
781,FASC,36000,True,,,
782,FASS,36000,True,,,
783,FASZ,36000,True,,,
784,FATZ,36000,True,,,
785,FAUL,36000,True,,,
786,FAUP,36000,True,311.0,50.0,49.0
787,FAUT,36000,True,,,
788,FAVB,36000,True,,,
789,FAVG,36000,True,,,
790,FAVR,36000,True,,,
791,FAWB,213300,True,,,
792,FBFT,6000,True,,,
793,FBJW,6000,True,,,
794,FBKE,6000,True,12.0,13.0,3.0
795,FBMN,6000,True,,,
796,FBSK,237000,True,810.0,539.0,317.0
797,FBSN,6000,True,,,
798,FBSP,6000,True,,,
799,FCBB,213300,True,704.0,628.0,184.0
800,FCOD,6000,True,,,
801,FCOO,6000,True,,,
802,FCOU,6000,True,,,
803,FCPL,6000,True,,,
804,FCPP,6000,True,,,
805,FDMS,6000,True,18.0,6.0,6.0
806,FDSK,237000,True,738.0,591.0,133.0
807,FEFF,237000,True,1765.0,255.0,303.0
808,FEFT,6000,True,23.0,12.0,3.0
809,FGBT,6000,True,,,
810,FGSL,237000,True,1461.0,308.0,162.0
811,FIMP,237000,True,641.0,699.0,168.0
812,FIMR,12000,True,67.0,35.0,12.0
813,FKKC,6000,True,,,
814,FKKD,6000,True,14.0,11.0,5.0
815,FKKL,6000,True,,,
816,FKKM,6000,True,,,
817,FKKN,6000,True,,,
818,FKKR,6000,True,,,
819,FKKU,6000,True,,,
820,FKKV,6000,True,13.0,9.0,4.0
821,FKKY,6000,True,,,
822,FKYS,213300,True,1466.0,379.0,230.0
823,FLKE,6000,True,,,
824,FLLI,6000,True,,,
825,FLLS,213300,True,962.0,505.0,75.0
826,FLMF,6000,True,16.0,15.0,3.0
827,FLMG,6000,True,,,
828,FLND,6000,True,25.0,9.0,6.0
829,FLSO,6000,True,26.0,8.0,5.0
830,FMCH,213300,True,850.0,534.0,251.0
831,FMCI,6000,True,,,
832,FMCV,6000,True,15.0,10.0,4.0
833,FMCZ,237000,True,1129.0,484.0,377.0
834,FMEE,237000,True,1064.0,326.0,417.0
835,FMEP,6000,True,,,
836,FMMI,213300,True,1144.0,369.0,397.0
837,FMMN,6000,True,,,
838,FMMS,6000,True,,,
839,FMMT,6000,True,,,
840,FMMV,6000,True,,,
841,FMNA,6000,True,,,
842,FMNC,6000,True,,,
843,FMND,6000,True,,,
844,FMNH,6000,True,,,
845,FMNL,6000,True,,,
846,FMNM,6000,True,,,
847,FMNN,6000,True,,,
848,FMNQ,6000,True,,,
849,FMNR,6000,True,,,
850,FMNS,6000,True,30.0,8.0,2.0
851,FMNV,6000,True,,,
852,FMNW,6000,True,,,
853,FMSD,6000,True,,,
854,FMSF,6000,True,,,
855,FMSK,6000,True,,,
856,FMSM,6000,True,,,
857,FMSR,6000,True,,,
858,FMST,6000,True,,,
859,FNBC,12000,True,,,
860,FNBG,12000,True,69.0,10.0,13.0
861,FNCA,12000,True,,,
862,FNCT,12000,True,,,
863,FNDU,12000,True,,,
864,FNGI,12000,True,,,
865,FNHU,12000,True,53.0,39.0,5.0
866,FNKU,12000,True,54.0,10.0,15.0
867,FNLU,237000,True,1175.0,300.0,460.0
868,FNMA,12000,True,45.0,20.0,13.0
869,FNME,12000,True,,,
870,FNMO,12000,True,,,
871,FNNG,12000,True,,,
872,FNPA,12000,True,,,
873,FNSA,12000,True,,,
874,FNSO,12000,True,,,
875,FNSU,12000,True,,,
876,FNUB,12000,True,29.0,37.0,13.0
877,FNUE,12000,True,,,
878,FNUG,12000,True,,,
879,FNXA,12000,True,,,
880,FOGK,6000,True,,,
881,FOGM,6000,True,,,
882,FOGO,6000,True,32.0,5.0,2.0
883,FOGQ,6000,True,,,
884,FOGR,6000,True,,,
885,FOOB,6000,True,,,
886,FOOG,6000,True,,,
887,FOOH,6000,True,,,
888,FOOK,6000,True,,,
889,FOOL,213300,True,1126.0,605.0,139.0
890,FOON,6000,True,,,
891,FPPR,6000,True,25.0,6.0,4.0
892,FPST,213300,False,0.0,0.0,0.0
893,FQBR,6000,False,0.0,0.0,0.0
894,FQCH,6000,False,0.0,0.0,0.0
895,FQIN,6000,False,0.0,0.0,0.0
896,FQLC,6000,False,0.0,0.0,0.0
897,FQMA,213300,False,0.0,0.0,0.0
898,FQMD,6000,False,0.0,0.0,0.0
899,FQMP,6000,False,0.0,0.0,0.0
900,FQNP,6000,False,0.0,0.0,0.0
901,FQPB,6000,False,0.0,0.0,0.0
902,FQQL,6000,False,0.0,0.0,0.0
903,FQTT,6000,False,0.0,0.0,0.0
904,FQVL,6000,False,0.0,0.0,0.0
905,FSIA,213300,False,0.0,0.0,0.0
906,FSPP,6000,False,0.0,0.0,0.0
907,FTTC,6000,False,0.0,0.0,0.0
908,FTTD,6000,False,0.0,0.0,0.0
909,FTTJ,237000,False,0.0,0.0,0.0
910,FTTY,6000,False,0.0,0.0,0.0
911,FVBU,6000,False,0.0,0.0,0.0
912,FVCZ,6000,False,0.0,0.0,0.0
913,FVFA,6000,False,0.0,0.0,0.0
914,FVHA,213300,False,0.0,0.0,0.0
915,FVKB,6000,False,0.0,0.0,0.0
916,FVMV,6000,False,0.0,0.0,0.0
917,FVWN,6000,False,0.0,0.0,0.0
918,FWCL,6000,False,0.0,0.0,0.0
919,FWDW,6000,False,0.0,0.0,0.0
920,FWKA,6000,False,0.0,0.0,0.0
921,FWKI,237000,False,0.0,0.0,0.0
922,FWUU,6000,False,0.0,0.0,0.0
923,FXMM,213300,False,0.0,0.0,0.0
924,FYAR,6000,False,0.0,0.0,0.0
925,FYGF,6000,False,0.0,0.0,0.0
926,FYKT,6000,False,0.0,0.0,0.0
927,FYLZ,6000,False,0.0,0.0,0.0
928,FYOA,6000,False,0.0,0.0,0.0
929,FYOG,6000,False,0.0,0.0,0.0
930,FYRU,6000,False,0.0,0.0,0.0
931,FYTM,6000,False,0.0,0.0,0.0
932,FYWB,6000,False,0.0,0.0,0.0
933,FYWE,6000,False,0.0,0.0,0.0
934,FYWH,237000,False,0.0,0.0,0.0
935,FZAA,237000,False,0.0,0.0,0.0
936,FZAB,6000,False,0.0,0.0,0.0
937,FZBO,6000,False,0.0,0.0,0.0
938,FZCA,6000,False,0.0,0.0,0.0
939,FZEA,6000,False,0.0,0.0,0.0
940,FZFD,6000,False,0.0,0.0,0.0
941,FZFK,6000,False,0.0,0.0,0.0
942,FZGA,6000,False,0.0,0.0,0.0
943,FZIC,6000,False,0.0,0.0,0.0
944,FZJH,6000,False,0.0,0.0,0.0
945,FZKA,6000,False,0.0,0.0,0.0
946,FZKJ,6000,False,0.0,0.0,0.0
947,FZMA,6000,False,0.0,0.0,0.0
948,FZNA,6000,False,0.0,0.0,0.0
949,FZOA,6000,False,0.0,0.0,0.0
950,FZQA,6000,False,0.0,0.0,0.0
951,FZQM,6000,False,0.0,0.0,0.0
952,FZRF,6000,False,0.0,0.0,0.0
953,FZSA,6000,False,0.0,0.0,0.0
954,FZUA,6000,False,0.0,0.0,0.0
955,FZWA,6000,False,0.0,0.0,0.0
956,GABS,213300,False,0.0,0.0,0.0
957,GAGO,6000,False,0.0,0.0,0.0
958,GAKY,6000,False,0.0,0.0,0.0
959,GAMB,6000,False,0.0,0.0,0.0
960,GATB,6000,False,0.0,0.0,0.0
961,GBYD,237000,False,0.0,0.0,0.0
962,GCFV,48000,False,0.0,0.0,0.0
963,GCHI,48000,False,0.0,0.0,0.0
964,GCLA,48000,False,0.0,0.0,0.0
965,GCLP,48000,False,0.0,0.0,0.0
966,GCRR,48000,False,0.0,0.0,0.0
967,GCTS,48000,False,0.0,0.0,0.0
968,GCXO,48000,False,0.0,0.0,0.0
969,GEML,48000,False,0.0,0.0,0.0
970,GFLL,237000,False,0.0,0.0,0.0
971,GGOV,213300,False,0.0,0.0,0.0
972,GLMR,6000,False,0.0,0.0,0.0
973,GLRB,237000,False,0.0,0.0,0.0
974,GMAD,30000,False,0.0,0.0,0.0
975,GMAT,30000,False,0.0,0.0,0.0
976,GMFF,30000,False,0.0,0.0,0.0
977,GMFK,30000,False,0.0,0.0,0.0
978,GMFM,30000,False,0.0,0.0,0.0
979,GMFO,30000,False,0.0,0.0,0.0
980,GMMA,6000,False,0.0,0.0,0.0
981,GMME,237000,False,0.0,0.0,0.0
982,GMMH,6000,False,0.0,0.0,0.0
983,GMML,237000,False,0.0,0.0,0.0
984,GMMN,30000,False,0.0,0.0,0.0
985,GMMW,30000,False,0.0,0.0,0.0
986,GMMX,30000,False,0.0,0.0,0.0
987,GMMY,30000,False,0.0,0.0,0.0
988,GMMZ,30000,False,0.0,0.0,0.0
989,GMTA,30000,False,0.0,0.0,0.0
990,GMTN,30000,False,0.0,0.0,0.0
991,GMTT,30000,False,0.0,0.0,0.0
992,GOBD,6000,False,0.0,0.0,0.0
993,GOGG,6000,False,0.0,0.0,0.0
994,GOGS,6000,False,0.0,0.0,0.0
995,GOOK,6000,False,0.0,0.0,0.0
996,GOOY,237000,False,0.0,0.0,0.0
997,GOSS,6000,False,0.0,0.0,0.0
998,GOTB,6000,False,0.0,0.0,0.0
999,GOTK,6000,False,0.0,0.0,0.0
1000,GOTT,6000,False,0.0,0.0,0.0
1001,GQNO,213300,False,0.0,0.0,0.0
1002,GQPA,6000,False,0.0,0.0,0.0
1003,GQPP,6000,False,0.0,0.0,0.0
1004,GUCY,237000,False,0.0,0.0,0.0
1005,GVAC,6000,False,0.0,0.0,0.0
1006,GVBA,6000,False,0.0,0.0,0.0
1007,GVMA,6000,False,0.0,0.0,0.0
1008,GVNP,237000,False,0.0,0.0,0.0
1009,GVSN,6000,False,0.0,0.0,0.0
1010,GVSV,6000,False,0.0,0.0,0.0
1011,HAAB,237000,False,0.0,0.0,0.0
1012,HAAM,30000,False,0.0,0.0,0.0
1013,HAAX,30000,False,0.0,0.0,0.0
1014,HABD,30000,False,0.0,0.0,0.0
1015,HADR,30000,False,0.0,0.0,0.0
1016,HAGM,30000,False,0.0,0.0,0.0
1017,HAGN,30000,False,0.0,0.0,0.0
1018,HAGO,30000,False,0.0,0.0,0.0
1019,HAHM,30000,False,0.0,0.0,0.0
1020,HAJM,30000,False,0.0,0.0,0.0
1021,HAMK,30000,False,0.0,0.0,0.0
1022,HASO,30000,False,0.0,0.0,0.0
1023,HBBA,213300,False,0.0,0.0,0.0
1024,HCMH,6000,False,0.0,0.0,0.0
1025,HCMI,6000,False,0.0,0.0,0.0
1026,HCMK,6000,False,0.0,0.0,0.0
1027,HCMM,213300,False,0.0,0.0,0.0
1028,HDAM,213300,False,0.0,0.0,0.0
1029,HEAL,6000,False,0.0,0.0,0.0
1030,HEAR,6000,False,0.0,0.0,0.0
1031,HEAT,6000,False,0.0,0.0,0.0
1032,HEAX,6000,False,0.0,0.0,0.0
1033,HEBA,6000,False,0.0,0.0,0.0
1034,HEBL,6000,False,0.0,0.0,0.0
1035,HECA,237000,False,0.0,0.0,0.0
1036,HECW,6000,False,0.0,0.0,0.0
1037,HEGN,6000,False,0.0,0.0,0.0
1038,HEGR,6000,False,0.0,0.0,0.0
1039,HELX,6000,False,0.0,0.0,0.0
1040,HEMA,6000,False,0.0,0.0,0.0
1041,HEMM,6000,False,0.0,0.0,0.0
1042,HEPS,6000,False,0.0,0.0,0.0
1043,HESC,6000,False,0.0,0.0,0.0
1044,HESH,6000,False,0.0,0.0,0.0
1045,HESN,6000,False,0.0,0.0,0.0
1046,HETB,6000,False,0.0,0.0,0.0
1047,HHAS,237000,False,0.0,0.0,0.0
1048,HHMS,6000,False,0.0,0.0,0.0
1049,HHSB,6000,False,0.0,0.0,0.0
1050,HKAM,24000,False,0.0,0.0,0.0
1051,HKEL,24000,False,0.0,0.0,0.0
1052,HKJK,237000,False,0.0,0.0,0.0
1053,HKKI,24000,False,0.0,0.0,0.0
1054,HKKT,24000,False,0.0,0.0,0.0
1055,HKLK,24000,False,0.0,0.0,0.0
1056,HKLO,24000,False,0.0,0.0,0.0
1057,HKLU,24000,False,0.0,0.0,0.0
1058,HKML,24000,False,0.0,0.0,0.0
1059,HKMO,24000,False,0.0,0.0,0.0
1060,HKMS,24000,False,0.0,0.0,0.0
1061,HKNW,24000,False,0.0,0.0,0.0
1062,HKWJ,24000,False,0.0,0.0,0.0
1063,HLGD,12000,False,0.0,0.0,0.0
1064,HLGT,12000,False,0.0,0.0,0.0
1065,HLKF,12000,False,0.0,0.0,0.0
1066,HLLB,12000,False,0.0,0.0,0.0
1067,HLLM,12000,False,0.0,0.0,0.0
1068,HLLQ,12000,False,0.0,0.0,0.0
1069,HLLS,12000,False,0.0,0.0,0.0
1070,HLLT,213300,False,0.0,0.0,0.0
1071,HLMB,12000,False,0.0,0.0,0.0
1072,HLTD,12000,False,0.0,0.0,0.0
1073,HRYG,6000,False,0.0,0.0,0.0
1074,HRYR,237000,False,0.0,0.0,0.0
1075,HRZA,6000,False,0.0,0.0,0.0
1076,HSDN,6000,False,0.0,0.0,0.0
1077,HSFS,6000,False,0.0,0.0,0.0
1078,HSKA,6000,False,0.0,0.0,0.0
1079,HSMN,6000,False,0.0,0.0,0.0
1080,HSOB,6000,False,0.0,0.0,0.0
1081,HSPN,6000,False,0.0,0.0,0.0
1082,HSSJ,213300,False,0.0,0.0,0.0
1083,HSSM,6000,False,0.0,0.0,0.0
1084,HSSS,237000,False,0.0,0.0,0.0
1085,HSWW,6000,False,0.0,0.0,0.0
1086,HTAR,12000,False,0.0,0.0,0.0
1087,HTDA,237000,False,0.0,0.0,0.0
1088,HTDO,12000,False,0.0,0.0,0.0
1089,HTGW,12000,False,0.0,0.0,0.0
1090,HTIR,12000,False,0.0,0.0,0.0
1091,HTKJ,12000,False,0.0,0.0,0.0
1092,HTLM,12000,False,0.0,0.0,0.0
1093,HTMT,12000,False,0.0,0.0,0.0
1094,HTMW,12000,False,0.0,0.0,0.0
1095,HTPE,12000,False,0.0,0.0,0.0
1096,HTTG,12000,False,0.0,0.0,0.0
1097,HTZA,12000,False,0.0,0.0,0.0
1098,HUEN,237000,False,0.0,0.0,0.0
1099,HUGU,6000,False,0.0,0.0,0.0
1100,HUSO,6000,False,0.0,0.0,0.0
1101,KABE,60000,False,0.0,0.0,0.0
1102,KABI,60000,False,0.0,0.0,0.0
1103,KABQ,60000,False,0.0,0.0,0.0
1104,KABR,60000,False,0.0,0.0,0.0
1105,KABY,60000,False,0.0,0.0,0.0
1106,KACK,60000,False,0.0,0.0,0.0
1107,KACT,60000,False,0.0,0.0,0.0
1108,KACV,60000,False,0.0,0.0,0.0
1109,KACY,60000,False,0.0,0.0,0.0
1111,KAEX,60000,False,0.0,0.0,0.0
1112,KAFW,60000,False,0.0,0.0,0.0
1113,KAGC,60000,False,0.0,0.0,0.0
1114,KAGS,60000,False,0.0,0.0,0.0
1115,KAHN,60000,False,0.0,0.0,0.0
1116,KAKR,60000,False,0.0,0.0,0.0
1117,KALB,60000,False,0.0,0.0,0.0
1118,KALI,60000,False,0.0,0.0,0.0
1119,KALM,60000,False,0.0,0.0,0.0
1120,KALN,60000,False,0.0,0.0,0.0
1121,KALO,60000,False,0.0,0.0,0.0
1122,KALS,60000,False,0.0,0.0,0.0
1123,KALW,60000,False,0.0,0.0,0.0
1124,KAMA,60000,False,0.0,0.0,0.0
1125,KANB,60000,False,0.0,0.0,0.0
1126,KAND,60000,False,0.0,0.0,0.0
1127,KAOO,60000,False,0.0,0.0,0.0
1128,KAPA,60000,False,0.0,0.0,0.0
1129,KAPF,60000,False,0.0,0.0,0.0
1131,KAPN,60000,False,0.0,0.0,0.0
1132,KARA,60000,False,0.0,0.0,0.0
1133,KART,60000,False,0.0,0.0,0.0
1134,KASE,60000,False,0.0,0.0,0.0
1135,KAST,60000,False,0.0,0.0,0.0
1136,KATL,213300,False,0.0,0.0,0.0
1137,KATY,60000,False,0.0,0.0,0.0
1138,KAUG,60000,False,0.0,0.0,0.0
1139,KAUS,60000,False,0.0,0.0,0.0
1140,KAUW,60000,False,0.0,0.0,0.0
1141,KAVL,60000,False,0.0,0.0,0.0
1142,KAVP,60000,False,0.0,0.0,0.0
1143,KAXN,60000,False,0.0,0.0,0.0
1144,KAZO,60000,False,0.0,0.0,0.0
1145,KBAF,60000,False,0.0,0.0,0.0
1146,KBAK,60000,False,0.0,0.0,0.0
1147,KBBD,60000,False,0.0,0.0,0.0
1148,KBCE,60000,False,0.0,0.0,0.0
1149,KBDE,60000,False,0.0,0.0,0.0
1150,KBDL,60000,False,0.0,0.0,0.0
1151,KBDR,60000,False,0.0,0.0,0.0
1152,KBED,60000,False,0.0,0.0,0.0
1153,KBFD,60000,False,0.0,0.0,0.0
1154,KBFF,60000,False,0.0,0.0,0.0
1155,KBFI,60000,False,0.0,0.0,0.0
1156,KBFL,60000,False,0.0,0.0,0.0
1157,KBFM,60000,False,0.0,0.0,0.0
1158,KBGM,60000,False,0.0,0.0,0.0
1159,KBGR,60000,False,0.0,0.0,0.0
1160,KBHB,60000,False,0.0,0.0,0.0
1161,KBHM,60000,False,0.0,0.0,0.0
1163,KBIH,60000,False,0.0,0.0,0.0
1164,KBIL,60000,False,0.0,0.0,0.0
1165,KBIS,60000,False,0.0,0.0,0.0
1166,KBJC,60000,False,0.0,0.0,0.0
1167,KBJI,60000,False,0.0,0.0,0.0
1168,KBKE,60000,False,0.0,0.0,0.0
1169,KBKL,60000,False,0.0,0.0,0.0
1170,KBKW,60000,False,0.0,0.0,0.0
1171,KBLF,60000,False,0.0,0.0,0.0
1172,KBLH,60000,False,0.0,0.0,0.0
1173,KBLI,60000,False,0.0,0.0,0.0
1174,KBLV,60000,False,0.0,0.0,0.0
1175,KBMG,60000,False,0.0,0.0,0.0
1176,KBMI,60000,False,0.0,0.0,0.0
1177,KBNA,60000,False,0.0,0.0,0.0
1178,KBNO,60000,False,0.0,0.0,0.0
1179,KBOI,60000,False,0.0,0.0,0.0
1180,KBOS,60000,False,0.0,0.0,0.0
1181,KBPI,60000,False,0.0,0.0,0.0
1182,KBPK,60000,False,0.0,0.0,0.0
1183,KBPT,60000,False,0.0,0.0,0.0
1184,KBQK,60000,False,0.0,0.0,0.0
1185,KBRD,60000,False,0.0,0.0,0.0
1186,KBRL,60000,False,0.0,0.0,0.0
1187,KBRO,60000,False,0.0,0.0,0.0
1188,KBTL,60000,False,0.0,0.0,0.0
1189,KBTM,60000,False,0.0,0.0,0.0
1190,KBTR,60000,False,0.0,0.0,0.0
1191,KBTV,60000,False,0.0,0.0,0.0
1192,KBUF,60000,False,0.0,0.0,0.0
1193,KBUR,60000,False,0.0,0.0,0.0
1194,KBVI,60000,False,0.0,0.0,0.0
1195,KBVY,60000,False,0.0,0.0,0.0
1196,KBWG,60000,False,0.0,0.0,0.0
1197,KBWI,60000,False,0.0,0.0,0.0
1198,KBYH,60000,False,0.0,0.0,0.0
1199,KBYI,60000,False,0.0,0.0,0.0
1201,KBZN,60000,False,0.0,0.0,0.0
1202,KCAE,60000,False,0.0,0.0,0.0
1203,KCAK,60000,False,0.0,0.0,0.0
1204,KCAR,60000,False,0.0,0.0,0.0
1205,KCCY,60000,False,0.0,0.0,0.0
1206,KCDC,60000,False,0.0,0.0,0.0
1207,KCDR,60000,False,0.0,0.0,0.0
1208,KCDS,60000,False,0.0,0.0,0.0
1209,KCEC,60000,False,0.0,0.0,0.0
1210,KCEF,60000,False,0.0,0.0,0.0
1211,KCEW,60000,False,0.0,0.0,0.0
1212,KCGF,60000,False,0.0,0.0,0.0
1213,KCGI,60000,False,0.0,0.0,0.0
1214,KCHA,60000,False,0.0,0.0,0.0
1215,KCHO,60000,False,0.0,0.0,0.0
1216,KCHS,60000,False,0.0,0.0,0.0
1217,KCID,60000,False,0.0,0.0,0.0
1218,KCIU,60000,False,0.0,0.0,0.0
1219,KCKB,60000,False,0.0,0.0,0.0
1220,KCLE,60000,False,0.0,0.0,0.0
1221,KCLL,60000,False,0.0,0.0,0.0
1222,KCLM,60000,False,0.0,0.0,0.0
1223,KCLT,237000,False,0.0,0.0,0.0
1224,KCMH,60000,False,0.0,0.0,0.0
1225,KCMI,60000,False,0.0,0.0,0.0
1226,KCMX,60000,False,0.0,0.0,0.0
1227,KCNM,60000,False,0.0,0.0,0.0
1228,KCNU,60000,False,0.0,0.0,0.0
1229,KCOD,60000,False,0.0,0.0,0.0
1230,KCOE,60000,False,0.0,0.0,0.0
1231,KCON,60000,False,0.0,0.0,0.0
1232,KCOS,60000,False,0.0,0.0,0.0
1233,KCOU,60000,False,0.0,0.0,0.0
1234,KCPR,60000,False,0.0,0.0,0.0
1235,KCRE,60000,False,0.0,0.0,0.0
1236,KCRG,60000,False,0.0,0.0,0.0
1237,KCRP,60000,False,0.0,0.0,0.0
1238,KCRQ,60000,False,0.0,0.0,0.0
1239,KCRW,60000,False,0.0,0.0,0.0
1240,KCSG,60000,False,0.0,0.0,0.0
1241,KCSV,60000,False,0.0,0.0,0.0
1242,KCTB,60000,False,0.0,0.0,0.0
1243,KCUB,60000,False,0.0,0.0,0.0
1244,KCVG,60000,False,0.0,0.0,0.0
1245,KCVO,60000,False,0.0,0.0,0.0
1246,KCWA,60000,False,0.0,0.0,0.0
1247,KCXO,60000,False,0.0,0.0,0.0
1248,KCYS,60000,False,0.0,0.0,0.0
1250,KDAB,60000,False,0.0,0.0,0.0
1251,KDAG,60000,False,0.0,0.0,0.0
1252,KDAL,60000,False,0.0,0.0,0.0
1253,KDAN,60000,False,0.0,0.0,0.0
1254,KDAY,60000,False,0.0,0.0,0.0
1255,KDBQ,60000,False,0.0,0.0,0.0
1256,KDCA,60000,False,0.0,0.0,0.0
1257,KDDC,60000,False,0.0,0.0,0.0
1258,KDEC,60000,False,0.0,0.0,0.0
1259,KDEN,213300,False,0.0,0.0,0.0
1260,KDET,60000,False,0.0,0.0,0.0
1261,KDFW,237000,False,0.0,0.0,0.0
1262,KDHN,60000,False,0.0,0.0,0.0
1263,KDHT,60000,False,0.0,0.0,0.0
1264,KDIK,60000,False,0.0,0.0,0.0
1266,KDLH,60000,False,0.0,0.0,0.0
1267,KDLS,60000,False,0.0,0.0,0.0
1268,KDMN,60000,False,0.0,0.0,0.0
1269,KDNL,60000,False,0.0,0.0,0.0
1270,KDPA,60000,False,0.0,0.0,0.0
1271,KDRA,60000,False,0.0,0.0,0.0
1272,KDRI,60000,False,0.0,0.0,0.0
1273,KDRT,60000,False,0.0,0.0,0.0
1274,KDSM,60000,False,0.0,0.0,0.0
1275,KDTW,60000,False,0.0,0.0,0.0
1276,KDUG,60000,False,0.0,0.0,0.0
1277,KDUJ,60000,False,0.0,0.0,0.0
1278,KEAT,60000,False,0.0,0.0,0.0
1279,KEAU,60000,False,0.0,0.0,0.0
1280,KECG,60000,False,0.0,0.0,0.0
1281,KECP,60000,False,0.0,0.0,0.0
1282,KEED,60000,False,0.0,0.0,0.0
1283,KEEN,60000,False,0.0,0.0,0.0
1284,KEFD,60000,False,0.0,0.0,0.0
1285,KEGE,60000,False,0.0,0.0,0.0
1286,KEGI,60000,False,0.0,0.0,0.0
1287,KEKA,60000,False,0.0,0.0,0.0
1288,KEKN,60000,False,0.0,0.0,0.0
1289,KEKO,60000,False,0.0,0.0,0.0
1290,KELD,60000,False,0.0,0.0,0.0
1291,KELM,60000,False,0.0,0.0,0.0
1292,KELO,60000,False,0.0,0.0,0.0
1293,KELP,60000,False,0.0,0.0,0.0
1294,KELY,60000,False,0.0,0.0,0.0
1295,KENV,60000,False,0.0,0.0,0.0
1296,KENW,60000,False,0.0,0.0,0.0
1297,KERI,60000,False,0.0,0.0,0.0
1298,KESF,60000,False,0.0,0.0,0.0
1299,KEUG,60000,False,0.0,0.0,0.0
1300,KEVV,60000,False,0.0,0.0,0.0
1301,KEVW,60000,False,0.0,0.0,0.0
1302,KEWB,60000,False,0.0,0.0,0.0
1303,KEWN,60000,False,0.0,0.0,0.0
1304,KEWR,237000,False,0.0,0.0,0.0
1305,KEYW,60000,False,0.0,0.0,0.0
1307,KFAR,60000,False,0.0,0.0,0.0
1308,KFAT,60000,False,0.0,0.0,0.0
1309,KFAY,60000,False,0.0,0.0,0.0
1312,KFDY,60000,False,0.0,0.0,0.0
1314,KFKL,60000,False,0.0,0.0,0.0
1315,KFLG,60000,False,0.0,0.0,0.0
1316,KFLL,60000,False,0.0,0.0,0.0
1317,KFLO,60000,False,0.0,0.0,0.0
1318,KFME,60000,False,0.0,0.0,0.0
1319,KFMN,60000,False,0.0,0.0,0.0
1320,KFMY,60000,False,0.0,0.0,0.0
1321,KFNT,60000,False,0.0,0.0,0.0
1322,KFOD,60000,False,0.0,0.0,0.0
1323,KFOE,60000,False,0.0,0.0,0.0
1324,KFPR,60000,False,0.0,0.0,0.0
1325,KFRG,60000,False,0.0,0.0,0.0
1327,KFSD,60000,False,0.0,0.0,0.0
1329,KFSM,60000,False,0.0,0.0,0.0
1330,KFST,60000,False,0.0,0.0,0.0
1331,KFTK,60000,False,0.0,0.0,0.0
1332,KFTW,60000,False,0.0,0.0,0.0
1333,KFTY,60000,False,0.0,0.0,0.0
1334,KFWA,60000,False,0.0,0.0,0.0
1335,KFXE,60000,False,0.0,0.0,0.0
1336,KFYV,60000,False,0.0,0.0,0.0
1337,KGCC,60000,False,0.0,0.0,0.0
1338,KGCK,60000,False,0.0,0.0,0.0
1339,KGCN,60000,False,0.0,0.0,0.0
1340,KGDV,60000,False,0.0,0.0,0.0
1341,KGEG,60000,False,0.0,0.0,0.0
1342,KGFK,60000,False,0.0,0.0,0.0
1343,KGFL,60000,False,0.0,0.0,0.0
1344,KGGG,60000,False,0.0,0.0,0.0
1345,KGGW,60000,False,0.0,0.0,0.0
1346,KGJT,60000,False,0.0,0.0,0.0
1347,KGLD,60000,False,0.0,0.0,0.0
1348,KGLH,60000,False,0.0,0.0,0.0
1349,KGLS,60000,False,0.0,0.0,0.0
1350,KGMU,60000,False,0.0,0.0,0.0
1351,KGNV,60000,False,0.0,0.0,0.0
1352,KGON,60000,False,0.0,0.0,0.0
1353,KGPI,60000,False,0.0,0.0,0.0
1354,KGPT,60000,False,0.0,0.0,0.0
1355,KGRB,60000,False,0.0,0.0,0.0
1357,KGRI,60000,False,0.0,0.0,0.0
1359,KGRR,60000,False,0.0,0.0,0.0
1360,KGSO,60000,False,0.0,0.0,0.0
1361,KGSP,60000,False,0.0,0.0,0.0
1362,KGTF,60000,False,0.0,0.0,0.0
1363,KGTR,60000,False,0.0,0.0,0.0
1364,KGUP,60000,False,0.0,0.0,0.0
1365,KGUY,60000,False,0.0,0.0,0.0
1366,KGWO,60000,False,0.0,0.0,0.0
1367,KGYY,60000,False,0.0,0.0,0.0
1368,KHBG,60000,False,0.0,0.0,0.0
1369,KHBR,60000,False,0.0,0.0,0.0
