227,md11c,McDonnell Douglas,MD-11C,222,PW 4460,25.92,954,0.3,56273548,410,2000,12435,4642568,350,3,13,4,5,0
228,md81,McDonnell Douglas,MD-81,224,PW JT8D-209,17.44,819,0.2,2296357,172,2000,2910,241117,340,2,3,2,3,0
229,md88,McDonnell Douglas,MD-88,225,PW JT8D-217A,17.44,908,0.2,2998679,172,2000,3800,314861,340,2,3,2,3,0
230,md83,McDonnell Douglas,MD-83,227,PW JT8D-219,14.88,746,0.2,3661545,172,2000,4640,384462,380,2,3,2,3,0
231,md87,McDonnell Douglas,MD-87,226,PW JT8D-217C,13.58,738,0.18,1995393,139,2000,4440,209516,400,2,3,2,3,0
232,md93,McDonnell Douglas,MD-90-30,229,IAE V2528-D5,17.44,909,0.2,3049783,172,2000,3860,198236,470,2,3,2,3,0
233,md93er,McDonnell Douglas,MD-90-30ER,229,IAE V2528-D5,17.44,909,0.2,3495399,172,2000,4424,227201,450,2,3,2,3,0
234,md95,McDonnell Douglas,MD-90-50,229,IAE V2528-D5,17.44,909,0.2,4076912,172,2000,5160,264999,450,2,3,2,3,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
241,b732c,Boeing,B737-200C,213,PW JT8D-9,15.12,795,0.18,1580983,110,7550,4622,201575,350,2,3,2,5,0
242,b732adv,Boeing,B737-200Adv,134,PW JT8D-15A,14.17,873,0.16,1893733,102,7550,5473,227248,390,2,3,1,5,0
243,b707,Boeing,B707,239,PW JT3D,18.36,1006,0.22,4169974,144,6450,9913,677621,360,2,4,2,6,0
244,b712,Boeing,B717-200,240,RR BR715-A1-30,8.64,761,0.11,2238611,134,6450,3815,117527,500,2,3,1,3,0
245,su80gp,Sukhoi,SU-80GP,185,GE CT7-9B,15.47,391,0.21,510000,30,2000,1300,4137,450,2,1,1,2,0
246,il14p,Ilyushin,Il-14P,242,Shvetsov Ash-82T,18.54,339,0.22,408000,24,2000,1750,7981,360,3,1,1,2,0
247,il14m,Ilyushin,Il-14M,242,Shvetsov Ash-82T,18.54,339,0.22,612000,36,2000,1750,11604,320,3,1,1,2,0
248,il18a,Ilyushin,Il-18A,243,Kuznetsov NK-4,8.28,564,0.11,771564,75,2000,2560,119592,360,5,2,1,3,0
249,il18b,Ilyushin,Il-18B,244,Ivchenko Al-20,9.6,576,0.12,756132,84,2000,2560,117200,320,5,2,1,3,0
250,il18v,Ilyushin,Il-18V,245,Ivchenko AI-20K,9.4,589,0.12,1024410,90,2000,3100,148539,320,5,2,1,3,0
251,il18d,Ilyushin,Il-18D,246,Ivchenko AI-20M,10.78,579,0.14,1439984,100,2000,6500,208798,380,5,2,1,3,0
252,il18i,Ilyushin,Il-18I,246,Ivchenko AI-20M,10.78,579,0.14,1266516,122,2000,3100,196310,350,5,3,2,3,0
253,il62,Ilyushin,Il-62,247,Kuznetsov NK84,18.02,892,0.21,6302498,186,2000,7550,819325,380,5,4,2,4,0
254,il62m,Ilyushin,Il-62M,248,Soloviev D30KU,16.32,932,0.2,7065274,168,2000,8850,847833,390,5,4,2,4,0
255,il62mk,Ilyushin,Il-62MK,248,Soloviev D30KU,18.36,943,0.22,8204625,195,2000,10000,840974,340,5,4,2,4,0
256,il963,Ilyushin,Il-96-300,249,Aviadvigatel PS-90A,23.52,833,0.3,31671000,300,2000,11500,2454503,370,3,10,2,5,0
257,il96m,Ilyushin,Il-96M,250,PW 2000,24.96,841,0.32,46495680,370,2000,12800,3022219,460,3,11,2,6,0
258,il964,Ilyushin,Il-96-400,251,Aviadvigatel PS-90A1,27.72,809,0.35,40441348,436,2000,10000,2224274,460,3,13,4,7,0
259,il114,Ilyushin,Il-114,252,Klimov TV-7-117S,13.95,490,0.19,255147,64,2000,1000,18498,470,2,2,1,2,0
260,il1143,Ilyushin,Il-114-300,253,Klimov TV-7-117SM,7.68,485,0.1,435344,52,2000,2100,31562,480,2,2,1,2,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
266,c208b,Cessna,Cessna 208B,260,PT6A-114,10.7,327,0.12,238000,14,2990,2000,3481,390,2,0,1,3,0
267,tu104,Tupolev,Tu-104,261,Mikulin AM-3,16.8,816,0.2,241193,50,2000,2750,38591,330,2,2,1,3,0
268,f271,Fokker,F27-100,262,RR Dart Mk 528,20.33,494,0.24,748000,44,2000,1315,13484,360,2,2,1,3,0
269,f272,Fokker,F27-200,264,RR Dart Mk 532,16,451,0.2,135138,40,2000,1926,20271,350,2,2,1,3,0
270,f274,Fokker,F27-400,265,RR Dart 7,17.1,412,0.24,680000,40,2000,1468,13123,360,2,2,1,3,0
271,f275,Fokker,F27-500,266,RR Dart Mk.532-7,18.53,574,0.21,336145,52,2000,1826,43699,380,2,2,1,3,0
272,f276,Fokker,F27-600,267,RR Dart 7 Mk.536-7R,14.72,391,0.2,127943,44,2000,1890,16633,350,2,2,1,3,0
273,f281,Fokker,F28-1000,268,"RR RB183-2 ""Spey"" Mk555-15",10.2,908,0.12,660013,65,2000,2000,82502,330,2,2,1,3,0
274,f282,Fokker,F28-2000,268,"RR RB183-2 ""Spey"" Mk555-15",10.2,908,0.12,1100175,79,2000,2743,132021,350,2,2,1,3,0
275,f283,Fokker,F28-3000,268,"RR RB183-2 ""Spey"" Mk555-15",9.18,902,0.11,711521,65,2000,1900,85383,390,2,2,1,3,0
276,f284,Fokker,F28-4000,269,"RR RB183-2 ""Spey"" Mk555-15P",10.4,944,0.12,814144,85,2000,1900,87520,350,2,2,1,3,0
277,f286,Fokker,F28-6000,270,"RR RB183-2 ""Spey"" Mk555-15H  ",9.1,767,0.12,707020,85,2000,1650,77772,400,2,2,1,3,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
281,tu104b,Tupolev,Tu-104B,274,Mikulin AM-3M-500 ,15.84,795,0.2,742545,100,2000,2650,111382,350,2,3,1,4,0
282,tu104d,Tupolev,Tu-104D,261,Mikulin AM-3,14.7,765,0.18,698913,85,2000,2750,108332,360,2,3,1,3,0
283,tu104a,Tupolev,Tu-104A,261,Mikulin AM-3,13.65,765,0.16,627900,70,2000,2750,97325,320,2,2,1,3,0
284,tu110,Tupolev,Tu-110,275,Lyulka AL-7,17.44,898,0.2,1049234,100,2000,3450,162631,360,3,3,1,4,0
285,tu124,Tupolev,Tu-124,276,Soloviev D-20P,11.44,972,0.14,562598,56,2000,2100,80170,380,2,2,1,2,0
,,,,,,,,,,,,,,,,,,,
287,car3,Sud Aviation,Caravelle III,278,RA-29 Mk.531,11.88,885,0.14,581947,80,7700,1700,87292,350,3,2,1,2,0
288,car4n,Sud Aviation,Caravelle IV-N,280,RA-29 Mk.531 RA-29 Mk. 531B,10.34,760,0.14,844429,80,7800,2350,124553,320,3,2,1,2,0
289,car4r,Sud Aviation,Caravelle IV-R,281,RA-29 Mk.533R,10.67,828,0.14,826463,80,7800,2300,119837,380,3,2,1,2,0
290,car10r,Sud Aviation,Caravelle 10R,282,P&W JT8D-7,10.4,896,0.12,1322298,80,7500,3455,178510,360,3,2,1,2,0
291,car11r,Sud Aviation,Caravelle 11R,282,P&W JT8D-7,10.4,896,0.12,1089317,99,7550,2300,141611,350,3,3,1,2,0
292,car10b,Sud Aviation,Caravelle 10B,282,P&W JT8D-7,11.44,924,0.14,1220219,105,7500,2650,167780,320,3,3,1,3,0
293,car12,Sud Aviation,Caravelle 12,283,P&W JT8D-9,13.65,924,0.16,1740539,140,7600,3465,208865,340,3,3,2,3,0
294,n262,Aerospatiale,N262,284,Turbomeca Bastan VI C Turboprop,16.49,345,0.21,493000,29,2000,1100,5483,370,2,1,1,3,0
295,sn601,Aerospatiale,SN-601 Corvette,285,P&W JT15D-4,7.6,684,0.1,149020,14,2000,2555,17510,360,2,1,1,2,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
298,tu243,Tupolev,Tu-204-300,249,Aviadvigatel PS-90A,12.74,833,0.16,5991344,164,2000,5800,359481,490,3,6,2,4,0
299,b73max9,Boeing,B737 MAX 9,286,CFM LEAP-1B,7.21,880,0.09,18849600,200,7550,7000,376992,500,2,4,2,2,0
300,a32neo,Airbus,A320-NEO,288,PW PW1100G,7.07,892,0.09,14770196,164,7000,7000,295404,540,2,4,2,2,0
,,,,,,,,,,,,,,,,,,,
302,cs100,Bombardier,C S100,290,PW1519G,13.2,904,0.15,2697150,110,4449,5463,53943,550,2,4,2,4,0
303,cs300,Bombardier,C S300,292,PW1524G,15.12,904,0.18,4984356,135,4800,5463,99687,500,2,6,2,4,0
304,b778x,Boeing,B777-8X,293,GE9X,19.6,950,0.25,77983382,350,9000,16100,1559668,500,2,15,6,16,0
305,b779x,Boeing,B777-9X,293,GE9X,21.56,931,0.28,91150989,406,9000,14500,1823020,540,2,15,6,16,0
306,a321neo,Airbus,A321-NEO,288,PW PW1100G,10.1,892,0.12,22760999,189,7250,7250,455220,550,2,4,2,2,0
307,a338,Airbus,A330-800neo,294,RR Trent 7000,12,800,0.15,85325684,406,9500,13900,1706514,510,2,10,2,3,0
308,a339,Airbus,A330-900neo,294,RR Trent 7000,13,800,0.16,109315468,440,9950,12130,2186309,510,2,10,2,3,0
309,e175e2,Embraer,E175-E2,295,PW1715G,11.33,965,0.14,3197562,80,4265,3820,63951,500,2,2,1,1,0
310,e190e2,Embraer,E190-E2,296,PW1919G,11.77,930,0.14,3387562,97,4314,3820,67751,510,2,2,1,1,0
311,e195e2,Embraer,E195-E2,296,PW1919G,13.91,930,0.16,4216798,120,4593,3820,84336,550,2,3,1,2,0
312,b73max8,Boeing,B737 MAX 8,286,CFM LEAP-1B,7.21,880,0.09,18011300,180,7500,6500,360226,520,2,3,2,2,0
313,b73max7,Boeing,B737 MAX 7,286,CFM LEAP-1B,7.21,880,0.09,17346513,160,7300,6850,346930,550,2,3,2,2,0
314,b73max10,Boeing,B737 MAX 10,286,CFM LEAP-1B,7.21,880,0.1,19649600,225,7600,7000,400000,450,2,5,2,2,0
315,a321xlr,Airbus,A321-XLR,288,PW PW1100G,14.14,919,0.16,29990999,220,7500,8900,510000,500,2,4,2,2,0
316,praetor5,Embraer,Praetor 500,162,HTF7500E,7.6,836,0.11,198115,7,2000,6186,17108,400,2,1,1,1,0
317,praetor6,Embraer,Praetor 600,33,RR AE3007,8,794,0.12,218115,8,2000,7441,17108,400,2,1,1,1,0
318,a400m,Airbus,A400M,2,GE CF6-80C2b5F,24.24,827,0.16,12823606,81600,3215,3298,1648320,400,4,0,1,6,1
,,,,,,,,,,,,,,,,,,,
320,b781,Boeing,B787-10,303,General Electric GEnx,18.62,859,0.21,72795638,440,8000,12000,3457793,400,3,11,3,10,0
321,a319neo,Airbus,A319NEO,305, PW PW1100G,11,949,0.08,6845472,160,6000,6950,325160,400,2,5,2,4,0
322,a221,Airbus,A220-100,306,PW1525G,10.6,966,0.09,3234528,135,4790,5750,153640,400,2,3,3,2,0
323,a223,Airbus,A220-300,306,PW1525G,12.72,966,0.1,5619831,160,4900,6110,266942,400,2,5,3,4,0
324,b350i,Beechcraft,King Air 350i,115,Pratt & Whitney Canada PT6A-66,16.16,626,0.15,187000,11,3300,3340,8883,400,2,1,1,1,0
325,c919,COMAC,C919,307,LEAP-1C,11.44,979,0.12,6517748,168,5200,5555,309593,400,2,3,1,4,0
326,mercure,Other,Dassault Mercure,308,PWJT9D-25W,25.22,832,0.25,8434010,150,2000,1700,20615,400,2,4,2,1,0
327,falcon2lx,Other,Falcon 2000,309,GE CFE738-1-1B,18.62,1039,0.2,1393600,19,5436,5790,2156196,400,2,2,1,1,0
328,falcon2,Other,Falcon 2000LX,310,PW308C,23.1,1092,0.22,1104727,19,5436,7400,2379975,400,2,2,1,1,0
329,m404,Other,4-0-4,311,PW R-2800-CB16,14.88,466,0.15,680000,40,1980,1800,32300,400,2,4,2,2,0
330,m202,Other,2-0-2,272,PW R-2800-CA18,19.57,510,0.16,680000,40,1565,2900,32300,400,2,4,2,1,0
331,sjm90,Other,Spacejet M90,295,PW1715G,12.36,1123,0.12,3387562,92,5710,3770,10374061,400,2,5,2,2,0
332,sjm100,Other,Spacejet M100,295,PW1715G,13.39,1123,0.14,5071399,88,5770,3540,8600891,400,2,5,2,2,0
333,mc212,Other,MC-21-200,312,PW1400G,14.42,1095,0.13,4522716,162,6400,5000,214829,400,2,7,3,3,0
334,mc213,Other,MC-21-300,312,PW1400G,17.51,1095,0.14,4552276,198,6600,5000,216233,400,2,8,3,3,0
335,b747sp,Boeing,747SP,3,RR RB211-524,21.78,990,0.26,40824000,350,7545,10800,1939140,400,3,11,2,6,0
336,b721,Boeing,B727-100,313, PW JT8D-9,13,1009,0.17,1364217,131,8300,3056,64800,400,2,6,2,4,0
337,f100,Fokker,F100,315,RR Tay Mk.650-15,20.68,694,0.16,861279,122,6000,4300,40911,400,2,5,2,6,0
338,bae1463,British Aerospace,BAe 146-300,21,Honeywell ALF 502R-5,17.67,702,0.24,527912,112,3921,2400,25076,400,2,4,2,3,0
339,cv880,Other,CV-880,317,GE-CJ-805-3B,22.66,1028,0.22,1096733,110,8050,4636,52095,400,2,4,2,3,0
340,cv99a,Other,CV-990A,318,GE CJ-805-23B,23.04,999,0.25,6211896,149,5350,5785,13120065,400,2,5,2,3,0
341,g7500,Bombardier,Global 7500,319,General Electric Passport,8.37,897,0.06,630386,19,5800,14260,29943,400,2,4,2,2,0
342,g8000,Bombardier,Global 8000,319,General Electric Passport,7.44,897,0.06,651042,17,5820,14631,30924,400,2,3,2,2,0
343,strato,Boeing,B377 Stratocruiser,320,PW R-4360,29,573,0.3,788066,117,8600,6760,37433,400,2,9,3,9,0
344,mc214,Other,MC-21-400,312,PW1400G,19.57,1095,0.16,5204503,230,6800,5500,247214,400,2,9,4,4,0
345,sj1060,Sukhoi,Superjet 100-60,44,SaM146,17.12,1016,0.11,1642969,68,4900,3204,30541,400,2,4,2,3,0
346,sj1075,Sukhoi,Superjet 100-75,44,SaM146,19.26,1016,0.13,1593374,78,4970,2900,28185,400,2,5,2,3,0
347,sj1095lr,Sukhoi,Superjet 100-95LR,44,SaM146,20.33,1016,0.15,4114953,98,6730,4578,52960,400,2,6,3,3,0
348,d3281,Other,328-100,234,PW119B,12.6,638,0.19,561000,33,4485,1310,26648,400,2,4,1,2,0
349,d3281j,Other,328-310JET,254,PW306B,12.74,710,0.22,561000,33,4485,1980,26648,400,2,4,1,2,0
350,d428j,Other,428JET,254,PW306B,14.56,710,0.24,748000,44,4530,1665,35530,400,2,5,2,2,0
351,l10115,Lockheed,L-1011-500,48,RR RB211-524B,19.2,876,0.25,33120715,315,9400,9900,1573234,400,2,9,4,4,0
352,viscount,Other,Viscount,321,RR Dart 510,25,490,0.22,927749,75,5280,3040,10818,400,2,6,2,2,0
353,a332f,Airbus,A330-200F,322, RR Trent 700,26.26,915,0.2,62565894,270000,9090,7400,5454000,400,2,1,1,1,1
,,,,,,,,,,,,,,,,,,,
355,an124,Antonov,An-124,323,Ivchenko Progress D-18T,52.43,884,0.2,196564896,330000,9500,5400,6666000,400,4,2,2,6,1
356,a336f,Airbus,A300-600F,324,GE CF5-50A,41.58,763,0.18,39465463,195000,7625,4850,3939000,400,3,1,2,11,1
357,a313f,Airbus,A310-300F,69,CF6-80C2A8,19.53,816,0.15,7936782,66000,6000,7330,1333200,400,2,1,2,2,1
358,a388f,Airbus,A380-800F,325,GP7277,30.72,945,0.2,298765348,330000,9680,10400,6666000,400,2,1,2,2,1
359,an225,Antonov,AN-225,327,ZMKB Progress D-18,69,824,0.29,659923421,550000,10500,4000,11110000,400,3,3,4,3,1
360,b722f,Boeing,B727-200F,282,P&W JT8D-7,35.36,896,0.21,6766000,39800,6450,4400,803960,400,3,2,2,2,1
361,b752f,Boeing,B757-200F,330, PW2037,33.92,927,0.22,22546869,127480,7800,5834,2575096,400,2,2,1,2,1
362,b763f,Boeing,B767-300F,331,PW4000-94,37.37,936,0.22,50654635,220000,7800,2410,4444000,400,2,2,1,1,1
363,b744f,Boeing,B747-400F,333,RB211-524,39.78,1009,0.2,126598733,300000,10250,8230,6060000,400,2,2,2,1,1
364,b777f,Boeing,B777 Freighter,334,GE90-110B1,35.64,932,0.19,105984326,285000,9000,9070,5757000,400,2,2,1,1,1
365,dc3f,McDonnell Douglas,DC3,336,PW S1C3G,30.45,259,0.2,850000,6900,4500,1650,139380,400,3,1,2,3,1
366,dc9f,McDonnell Douglas,DC9,337,PW JT8D-5,34.68,905,0.21,1105000,11950,6500,3030,241390,400,2,2,2,2,1
367,il76d,Ilyushin,Il-76D,338,Soloviev D-30 KP,34.04,846,0.21,14598539,90000,8500,3650,1818000,400,2,2,2,2,1
368,il96t,Ilyushin,Il-96T,339,PW2337,35.88,853,0.19,42065468,202643,8560,5000,4093389,400,2,2,2,2,1
369,b377sg,Boeing,B-377-SG,341,Allison 501-D22C,34.96,425,0.24,7103144,54500,10000,3219,1100900,400,2,2,2,2,1
370,b748f,Boeing,B747-8F,50,GEnx-2B67,26,1002,0.2,135498765,303700,10250,14815,6134740,400,2,1,1,1,1
