id,name,fullname,country,continent,iata,icao,lat,lng,rwy,market,hub_cost,rwy_codes
459,Düsseldorf,Düsseldorf Airport,Germany,Europe,DUS,EDDL,51.289501,6.76678,9842,56,54000,05L/23R
460,Munich,Munich Airport,Germany,Europe,MUC,EDDM,48.353802,11.7861,13123,74,213300,08L/26R
461,Nuremberg,Nuremberg Airport,Germany,Europe,NUE,EDDN,49.498699,11.078056,8858,64,54000,10/28
462,Leipzig,Leipzig/Halle Airport,Germany,Europe,LEJ,EDDP,51.423889,12.236389,11811,43,54000,08L/26R
463,Saarbrücken,Saarbrücken Airport,Germany,Europe,SCN,EDDR,49.214599609400004,7.10950994492,6562,54,54000,09/27
464,Stuttgart,Stuttgart Airport,Germany,Europe,STR,EDDS,48.689899444599995,9.22196006775,10974,46,54000,07/25
465,Berlin Tegel,Berlin-Tegel Airport,Germany,Europe,TXL,EDDT,52.5597,13.2877,9918,79,213300,08L/26R
466,Hannover,Hannover Airport,Germany,Europe,HAJ,EDDV,52.461101532,9.685079574580001,12467,58,54000,09C/27|09R/27L
467,Bremen,Bremen Airport,Germany,Europe,BRE,EDDW,53.0475006104,8.78666973114,6693,73,54000,05/23
468,Frankfurt egelsbach,Frankfurt-Egelsbach Airport,Germany,Europe,QEF,EDFE,49.959999,8.645833,4593,51,54000,08/26
469,Frankfurt hahn,Frankfurt-Hahn Airport,Germany,Europe,HHN,EDFH,49.9487,7.26389,12467,86,54000,03/21
470,Mannheim,Mannheim-City Airport,Germany,Europe,MHG,EDFM,49.473057,8.514167,3497,57,54000,09/27
471,Eisenach,Eisenach-Kindel Airport,Germany,Europe,EIB,EDGE,50.991604,10.47973,5643,58,54000,10/28
472,Siegerland,Siegerland Airport,Germany,Europe,SGE,EDGS,50.707698822021484,8.082969665527344,5315,46,54000,04/22|13L/31R
473,Hamburg finkenwerder,Hamburg-Finkenwerder Airport,Germany,Europe,XFW,EDHI,53.5352783203125,9.835556030273438,8629,42,54000,05/23
474,Kiel,Kiel-Holtenau Airport,Germany,Europe,KEL,EDHK,54.37944412231445,10.145277976989746,4134,83,54000,08/26
475,Lübeck,Lübeck Blankensee Airport,Germany,Europe,LBC,EDHL,53.8054008484,10.7192001343,6896,36,54000,07/25
476,Memmingen,Memmingen Allgau Airport,Germany,Europe,FMM,EDJA,47.988800048799995,10.2395000458,9780,77,54000,06/24
477,Mönchengladbach,Mönchengladbach Airport,Germany,Europe,MGL,EDLN,51.230278,6.504444,3937,44,54000,13/31
478,Paderborn,Paderborn Lippstadt Airport,Germany,Europe,PAD,EDLP,51.614101409899995,8.616319656369999,7152,64,54000,06/24
479,Weeze,Weeze Airport,Germany,Europe,NRN,EDLV,51.6024017334,6.14216995239,8005,44,54000,09/27
480,Dortmund,Dortmund Airport,Germany,Europe,DTM,EDLW,51.51829910279999,7.61223983765,6562,52,54000,06/24
481,Augsburg,Augsburg Airport,Germany,Europe,AGB,EDMA,48.425278,10.931667,5230,80,54000,07/25
482,Oberpfaffenhofen,Oberpfaffenhofen Airport,Germany,Europe,OBF,EDMO,48.081402,11.2831,7500,76,54000,04/22
483,Friedrichshafen,Friedrichshafen Airport,Germany,Europe,FDH,EDNY,47.671298980699994,9.51148986816,7729,61,54000,06/24
484,Parchim,Schwerin Parchim Airport,Germany,Europe,SZW,EDOP,53.426998,11.7834,9843,64,54000,06/24
485,Bayreuth,Bayreuth Airport,Germany,Europe,BYU,EDQD,49.985001,11.64,3550,72,54000,06/24
486,Hof,Hof-Plauen Airport,Germany,Europe,HOQ,EDQM,50.288612365722656,11.856389045715332,4856,54,54000,08/26
487,Baden-Baden,Karlsruhe Baden-Baden Airport,Germany,Europe,FKB,EDSB,48.7793998718,8.08049964905,9787,37,54000,03/21
488,Donaueschingen,Donaueschingen-Villingen Airport,Germany,Europe,ZQL,EDTD,47.97333145139999,8.52222156525,4232,74,54000,18/36
489,Lahr,Lahr Airport,Germany,Europe,LHA,EDTL,48.3693008423,7.82772016525,9842,53,54000,03/21
490,Braunschweig,Braunschweig-Wolfsburg Airport,Germany,Europe,BWE,EDVE,52.319199,10.5561,7546,67,54000,08/26
491,Kassel,Kassel-Calden Airport,Germany,Europe,KSF,EDVK,51.417273,9.384967,8202,55,54000,04/22|09/27
492,Westerland,Westerland Sylt Airport,Germany,Europe,GWT,EDXW,54.9132003784,8.34047031403,6955,54,54000,06/24
493,Kärdla,Kärdla Airport,Estonia,Europe,KDL,EEKA,58.99079895019531,22.830699920654297,4987,30,6000,14/32
494,Kuressaare,Kuressaare Airport,Estonia,Europe,URE,EEKE,58.22990036010742,22.50950050354004,4980,55,6000,05/23
495,Pärnu,Pärnu Airport,Estonia,Europe,EPU,EEPU,58.41899871826172,24.47279930114746,8136,79,6000,03/21
496,Tallinn,Lennart Meri Tallinn Airport,Estonia,Europe,TLL,EETN,59.41329956049999,24.832799911499997,10072,68,213300,08/26
497,Tartu,Tartu Airport,Estonia,Europe,TAY,EETU,58.3074989319,26.690399169900004,5902,39,6000,08/26
498,Enontekio,Enontekio Airport,Finland,Europe,ENF,EFET,68.362602233887,23.424299240112,6565,68,30000,03/21
499,Halli / Kuorevesi,Halli Airport,Finland,Europe,KEV,EFHA,61.856039,24.786686,8533,53,30000,08/26
500,Helsinki malmi,Helsinki Malmi Airport,Finland,Europe,HEM,EFHF,60.254600524902344,25.042800903320312,4396,52,30000,09/27
501,Helsinki intl,Helsinki Vantaa Airport,Finland,Europe,HEL,EFHK,60.317199707031,24.963300704956,11286,35,237000,04L/22R|15/33
502,Kitee,Kitee Airport,Finland,Europe,KTQ,EFIT,62.1661,30.073601,4921,73,30000,01/19
503,Ivalo,Ivalo Airport,Finland,Europe,IVL,EFIV,68.607299804688,27.405300140381,8199,64,30000,04/22
504,Joensuu / Liperi,Joensuu Airport,Finland,Europe,JOE,EFJO,62.662899017334,29.607500076294,8202,56,30000,10/28
505,Jyväskylän Maalaiskunta,Jyvaskyla Airport,Finland,Europe,JYV,EFJY,62.399501800537,25.678300857544,8533,68,30000,12/30
506,Kauhava,Kauhava Airport,Finland,Europe,KAU,EFKA,63.127102,23.051399,8858,64,30000,17/35
507,Kemi / Tornio,Kemi-Tornio Airport,Finland,Europe,KEM,EFKE,65.778701782227,24.582099914551,8212,84,30000,18/36
508,Kajaani,Kajaani Airport,Finland,Europe,KAJ,EFKI,64.285499572754,27.692399978638,8199,56,30000,07/25
509,Kauhajoki,Kauhajoki Airport,Finland,Europe,KHJ,EFKJ,62.4625015259,22.3931007385,3806,85,30000,07/25
510,Kokkola / Kruunupyy,Kokkola-Pietarsaari Airport,Finland,Europe,KOK,EFKK,63.721199035645,23.143100738525,8202,56,30000,01/19
511,Kuusamo,Kuusamo Airport,Finland,Europe,KAO,EFKS,65.987602233887,29.239400863647,8202,74,30000,12/30
512,Kittilä,Kittilä Airport,Finland,Europe,KTT,EFKT,67.700996398926,24.846799850464,8202,78,30000,16/34
513,Kuopio / Siilinjärvi,Kuopio Airport,Finland,Europe,KUO,EFKU,63.007099151611,27.797800064087,9186,57,30000,06/24
514,Lappeenranta,Lappeenranta Airport,Finland,Europe,LPP,EFLP,61.044601,28.144743,8202,72,30000,06/24
515,Mariehamn,Mariehamn Airport,Finland,Europe,MHQ,EFMA,60.122200012207,19.898199081421,6243,50,30000,03/21
516,Mikkeli,Mikkeli Airport,Finland,Europe,MIK,EFMI,61.6866,27.201799,5584,40,30000,11/29
517,Oulu / Oulunsalo,Oulu Airport,Finland,Europe,OUL,EFOU,64.930099487305,25.354600906372,8205,82,30000,12/30
518,Pori,Pori Airport,Finland,Europe,POR,EFPO,61.461700439453,21.799999237061,7713,47,30000,12/30
519,Rovaniemi,Rovaniemi Airport,Finland,Europe,RVN,EFRO,66.564796447754,25.830400466919,9849,61,30000,03/21
520,Savonlinna,Savonlinna Airport,Finland,Europe,SVL,EFSA,61.943099975586,28.945100784302,7546,62,30000,12/30
521,Seinäjoki / Ilmajoki,Seinäjoki Airport,Finland,Europe,SJY,EFSI,62.692101,22.8323,5062,70,30000,14/32
522,Sodankyla,Sodankyla Airport,Finland,Europe,SOT,EFSO,67.3949966431,26.6191005707,4921,41,30000,16/34
523,Tampere / Pirkkala,Tampere-Pirkkala Airport,Finland,Europe,TMP,EFTP,61.414100646973,23.604400634766,8858,51,30000,06/24
524,Turku,Turku Airport,Finland,Europe,TKU,EFTU,60.514099121094,22.262800216675,8202,65,30000,08/26
525,Vaasa,Vaasa Airport,Finland,Europe,VAA,EFVA,63.050701141357,21.762199401855,8727,89,30000,16/34
526,Varkaus / Joroinen,Varkaus Airport,Finland,Europe,VRK,EFVR,62.171100616455,27.868600845337,6562,61,30000,14/32
527,Ylivieska-raudaskyla,Ylivieska Airfield,Finland,Europe,YLI,EFYL,64.0547222,24.7252778,4921,42,30000,15/33
528,Belfast intl,Belfast International Airport,United Kingdom,Europe,BFS,EGAA,54.6575012207,-6.2158298492399995,9121,41,54000,07/25
529,Enniskillen,St Angelo Airport,United Kingdom,Europe,ENK,EGAB,54.39889907836914,-7.651669979095459,4350,37,54000,15/33
530,Belfast city,George Best Belfast City Airport,United Kingdom,Europe,BHD,EGAC,54.618099212646484,-5.872499942779541,6001,85,54000,04/22
531,Derry,City of Derry Airport,United Kingdom,Europe,LDY,EGAE,55.04280090332031,-7.161109924316406,6076,48,54000,02/20
532,Birmingham,Birmingham International Airport,United Kingdom,Europe,BHX,EGBB,52.453899383499994,-1.74802994728,10013,86,54000,15/33
533,Coventry,Coventry Airport,United Kingdom,Europe,CVT,EGBE,52.3697013855,-1.4797199964499999,5988,39,54000,05/23
534,Staverton,Gloucestershire Airport,United Kingdom,Europe,GLO,EGBJ,51.89419937133789,-2.167220115661621,4656,58,54000,04/22|18/36
535,Nottingham,Nottingham Airport,United Kingdom,Europe,NQT,EGBN,52.91999816894531,-1.0791699886322021,3445,65,54000,03/21
536,Manchester,Manchester Airport,United Kingdom,Europe,MAN,EGCC,53.35369873046875,-2.2749500274658203,10000,44,54000,05L/23R
537,Doncaster,Robin Hood Doncaster Sheffield Airport,United Kingdom,Europe,DSA,EGCN,53.4805378105,-1.01065635681,9491,43,54000,02/20
539,Campbeltown,Campbeltown Airport,United Kingdom,Europe,CAL,EGEC,55.437198638916016,-5.686389923095703,10003,64,54000,11/29
540,Eday,Eday Airport,United Kingdom,Europe,EOI,EGED,59.19060134887695,-2.7722198963165283,1896,74,54000,07/25
541,Fair Isle,Fair Isle Airport,United Kingdom,Europe,FIE,EGEF,59.53580093383789,-1.628059983253479,1761,58,54000,06/24
543,Cardiff,Cardiff International Airport,United Kingdom,Europe,CWL,EGFF,51.39670181274414,-3.343329906463623,7848,74,54000,12/30
545,Bristol,Bristol Airport,United Kingdom,Europe,BRS,EGGD,51.382702,-2.71909,6598,49,54000,09/27
546,Liverpool,Liverpool John Lennon Airport,United Kingdom,Europe,LPL,EGGP,53.33359909057617,-2.849720001220703,7500,45,54000,09/27
547,London Luton,London Luton Airport,United Kingdom,Europe,LTN,EGGW,51.874698638916016,-0.36833301186561584,7086,35,54000,08/26
548,Land's End,Land's End Airport,United Kingdom,Europe,LEQ,EGHC,50.102798,-5.67056,2598,61,54000,02/20|12/30
549,St. Mary's,St. Mary's Airport,United Kingdom,Europe,ISC,EGHE,49.913299560546875,-6.291669845581055,2280,53,54000,09/27|18/36
550,Bournemouth,Bournemouth Airport,United Kingdom,Europe,BOH,EGHH,50.779998779296875,-1.8424999713897705,7451,89,54000,08/26
551,Southampton,Southampton Airport,United Kingdom,Europe,SOU,EGHI,50.95029830932617,-1.3567999601364136,5653,60,54000,02/20
553,Newquay,Newquay Cornwall Airport,United Kingdom,Europe,NQY,EGHQ,50.44060134887695,-4.995409965515137,9006,63,54000,12/30
554,Saint Anne,Alderney Airport,Guernsey,Europe,ACI,EGJA,49.706104,-2.21472,2887,37,6000,03/21|14/32
555,Saint Peter Port,Guernsey Airport,Guernsey,Europe,GCI,EGJB,49.435001373291016,-2.6019699573516846,4800,42,237000,09/27
556,Saint Helier,Jersey Airport,Jersey,Europe,JER,EGJJ,49.20790100097656,-2.195509910583496,5597,55,6000,08/26
557,Brighton,Shoreham Airport,United Kingdom,Europe,ESH,EGKA,50.835602,-0.297222,3399,33,54000,02/20|13/31
559,London Gatwick,London Gatwick Airport,United Kingdom,Europe,LGW,EGKK,51.148102,-0.190278,10364,35,237000,08L/26R
560,London City,London City Airport,United Kingdom,Europe,LCY,EGLC,51.505299,0.055278,4948,74,54000,09/27
561,Farnborough,Farnborough Airport,United Kingdom,Europe,FAB,EGLF,51.2757987976,-0.776332974434,8005,69,54000,06/24
563,London Heathrow intl,London Heathrow Airport,United Kingdom,Europe,LHR,EGLL,51.4706,-0.461941,12799,49,237000,09L/27R
564,Southend,Southend Airport,United Kingdom,Europe,SEN,EGMC,51.5713996887207,0.6955559849739075,6089,63,54000,05/23
565,Lydd,Lydd Airport,United Kingdom,Europe,EGMD,EGMD,50.95610046386719,0.9391670227050781,4938,43,54000,03/21
566,Carlisle,Carlisle Airport,United Kingdom,Europe,CAX,EGNC,54.9375,-2.8091700077056885,6000,68,54000,01/19|13/31
567,Blackpool,Blackpool International Airport,United Kingdom,Europe,BLK,EGNH,53.77170181274414,-3.0286099910736084,6132,32,54000,07/25|13/31
568,Grimsby,Humberside Airport,United Kingdom,Europe,HUY,EGNJ,53.57440185546875,-0.350832998752594,7205,81,54000,02/20
569,Barrow-in-Furness,Barrow Walney Island Airport,United Kingdom,Europe,BWF,EGNL,54.1286111,-3.2675,3438,79,54000,05/23|17/35
570,Leeds,Leeds Bradford Airport,United Kingdom,Europe,LBA,EGNM,53.86589813232422,-1.6605700254440308,7382,35,54000,14/32
573,Castletown,Isle of Man Airport,Isle of Man,Europe,IOM,EGNS,54.08330154418945,-4.623889923095703,5751,77,237000,03/21|17/35
574,Newcastle,Newcastle Airport,United Kingdom,Europe,NCL,EGNT,55.037498474121094,-1.6916699409484863,7642,33,54000,07/25
575,Durham,Durham Tees Valley Airport,United Kingdom,Europe,MME,EGNV,54.50920104980469,-1.4294099807739258,7516,89,54000,05/23
576,Nottingham east,East Midlands Airport,United Kingdom,Europe,EMA,EGNX,52.8311004639,-1.32806003094,9491,87,54000,09/27
578,Orkney Islands,Kirkwall Airport,United Kingdom,Europe,KOI,EGPA,58.957801818847656,-2.9049999713897705,4685,35,54000,06/24|15/33
579,Lerwick,Sumburgh Airport,United Kingdom,Europe,LSI,EGPB,59.87889862060547,-1.2955600023269653,4678,35,54000,06H/24|15/33
580,Wick,Wick Airport,United Kingdom,Europe,WIC,EGPC,58.458900451660156,-3.09306001663208,5988,63,54000,08/26
581,Aberdeen,Aberdeen Dyce Airport,United Kingdom,Europe,ABZ,EGPD,57.201900482177734,-2.197779893875122,6408,45,54000,05/23|16/34
582,Inverness,Inverness Airport,United Kingdom,Europe,INV,EGPE,57.54249954223633,-4.047500133514404,6191,75,54000,05/23
583,Glasgow intl,Glasgow International Airport,United Kingdom,Europe,GLA,EGPF,55.8718986511,-4.43306016922,8720,74,54000,05/23
584,Edinburgh,Edinburgh Airport,United Kingdom,Europe,EDI,EGPH,55.95000076293945,-3.372499942779541,8400,60,54000,06/24|12/30
585,Port Ellen,Islay Airport,United Kingdom,Europe,ILY,EGPI,55.68190002441406,-6.256669998168945,5069,32,54000,08/26
586,Glasgow prestwick,Glasgow Prestwick Airport,United Kingdom,Europe,PIK,EGPK,55.5093994140625,-4.586669921875,9800,64,54000,03/21
587,Balivanich,Benbecula Airport,United Kingdom,Europe,BEB,EGPL,57.48109817504883,-7.3627800941467285,6024,72,54000,06/24
588,Shetland Islands,Scatsta Airport,United Kingdom,Europe,SCS,EGPM,60.43280029296875,-1.2961100339889526,4462,90,54000,06/24
589,Dundee,Dundee Airport,United Kingdom,Europe,DND,EGPN,56.45249938964844,-3.025830030441284,4593,41,54000,09/27
590,Stornoway,Stornoway Airport,United Kingdom,Europe,SYY,EGPO,58.215599060058594,-6.331110000610352,7218,58,54000,06/24
591,Eoligarry,Barra Airport,United Kingdom,Europe,BRR,EGPR,57.0228,-7.44306,2776,87,54000,0/18|0/18
592,Balemartine,Tiree Airport,United Kingdom,Europe,TRE,EGPU,56.49919891357422,-6.869170188903809,4600,89,54000,05/23|17/35
593,Cambridge,Cambridge Airport,United Kingdom,Europe,CBG,EGSC,52.205002,0.175,6447,69,54000,05/23|10/28
594,Norwich,Norwich International Airport,United Kingdom,Europe,NWI,EGSH,52.6758003235,1.28278005123,6040,49,54000,04/22
595,London Stansted,London Stansted Airport,United Kingdom,Europe,STN,EGSS,51.8849983215,0.234999999404,10003,62,54000,04/22
596,Exeter,Exeter International Airport,United Kingdom,Europe,EXT,EGTE,50.73440170288086,-3.4138898849487305,6834,63,54000,08/26
598,Mount Pleasant,Mount Pleasant Airport,Falkland Islands,South America,MPN,EGYP,-51.82279968261719,-58.447200775146484,8497,76,6000,05/23
599,Amsterdam,Amsterdam Airport Schiphol,Netherlands,Europe,AMS,EHAM,52.308601,4.76389,12467,47,237000,04/22|09/27|18L/36R
600,Maastricht,Maastricht Aachen Airport,Netherlands,Europe,MST,EHBK,50.911701,5.77014,8202,31,42000,03/21
601,Eindhoven,Eindhoven Airport,Netherlands,Europe,EIN,EHEH,51.4500999451,5.37452983856,9843,67,42000,03/21
602,Groningen,Eelde Airport,Netherlands,Europe,GRQ,EHGG,53.1197013855,6.57944011688,8202,44,42000,01/19
603,Den Helder,De Kooy Airport,Netherlands,Europe,DHR,EHKD,52.92340087890625,4.780620098114014,4183,34,42000,03/21
604,Lelystad,Lelystad Airport,Netherlands,Europe,LEY,EHLE,52.4603,5.52722,4495,59,42000,05/23
605,Rotterdam,Rotterdam The Hague Airport,Netherlands,Europe,RTM,EHRD,51.956902,4.43722,7218,44,42000,06/24
606,Enschede,Twente Airport,Netherlands,Europe,ENS,EHTW,52.275833,6.889167,9801,83,42000,05/23
607,Cork,Cork Airport,Ireland,Europe,ORK,EICK,51.84130096435547,-8.491109848022461,6998,30,54000,07/25
608,Galway,Galway Airport,Ireland,Europe,GWY,EICM,53.300201416015625,-8.941590309143066,4003,52,54000,08/26
609,Donegal,Donegal Airport,Ireland,Europe,CFN,EIDL,55.0442008972168,-8.340999603271484,4908,58,54000,03/21
610,Dublin,Dublin Airport,Ireland,Europe,DUB,EIDW,53.421299,-6.27007,8652,77,237000,10/28|16/34
611,Charleston,Ireland West Knock Airport,Ireland,Europe,NOC,EIKN,53.910301208496094,-8.818490028381348,7546,34,54000,08/26
612,Killarney,Kerry Airport,Ireland,Europe,KIR,EIKY,52.18090057373047,-9.52377986907959,6562,63,54000,07/25
613,Shannon,Shannon Airport,Ireland,Europe,SNN,EINN,52.702,-8.92482,10495,57,54000,06/24
614,Sligo,Sligo Airport,Ireland,Europe,SXL,EISG,54.280200958252,-8.5992097854614,3933,43,54000,11/29
615,Waterford,Waterford Airport,Ireland,Europe,WAT,EIWF,52.187198638916016,-7.0869598388671875,4701,65,54000,03/21
616,Aarhus,Aarhus Airport,Denmark,Europe,AAR,EKAH,56.2999992371,10.619000434899998,9111,68,6000,10L/28R
617,Billund,Billund Airport,Denmark,Europe,BLL,EKBI,55.7402992249,9.15178012848,10172,49,6000,09/27
618,Copenhagen,Copenhagen Kastrup Airport,Denmark,Europe,CPH,EKCH,55.617900848389,12.656000137329,11811,40,237000,04L/22R|12/30
619,Esbjerg,Esbjerg Airport,Denmark,Europe,EBJ,EKEB,55.525902,8.5534,8527,46,6000,08/26
620,Karup,Karup Airport,Denmark,Europe,KRP,EKKA,56.29750061035156,9.124629974365234,9816,32,6000,03/21|09L/27R|14/32
621,Lolland Falster / Maribo,Lolland Falster Maribo Airport,Denmark,Europe,MRW,EKMB,54.699299,11.4401,3937,40,6000,10/28
622,Odense,Odense Airport,Denmark,Europe,ODE,EKOD,55.47669982910156,10.330900192260742,6053,69,6000,06/24
623,Roskilde,Copenhagen Roskilde Airport,Denmark,Europe,RKE,EKRK,55.585601806640625,12.131400108337402,5709,68,6000,03/21
624,Rønne,Bornholm Airport,Denmark,Europe,RNN,EKRN,55.06330108642578,14.759599685668945,6568,69,6000,11/29
625,Sønderborg,Sønderborg Airport,Denmark,Europe,SGD,EKSB,54.96440124511719,9.791729927062988,5895,38,6000,14/32
626,Sindal,Sindal Airport,Denmark,Europe,CNL,EKSN,57.503502,10.2294,3934,32,6000,08/26
627,Skive,Skive Airport,Denmark,Europe,SQW,EKSV,56.550201416015625,9.172980308532715,3933,64,6000,14/32
628,Thisted,Thisted Airport,Denmark,Europe,TED,EKTS,57.06880187988281,8.705220222473145,5249,43,6000,10/28
629,Vagar,Vagar Airport,Faroe Islands,Europe,FAE,EKVG,62.0635986328125,-7.277219772338867,5902,54,213300,12/30
630,Skjern / Ringkøbing,Stauning Airport,Denmark,Europe,STA,EKVJ,55.9901008605957,8.353910446166992,4757,75,6000,09/27
631,Aalborg,Aalborg Airport,Denmark,Europe,AAL,EKYT,57.0927589138,9.84924316406,8707,79,6000,08L/26R
632,Luxembourg,Luxembourg-Findel International Airport,Luxembourg,Europe,LUX,ELLX,49.6233333,6.2044444,13123,55,237000,06/24
633,Ålesund,Ålesund Airport,Norway,Europe,AES,ENAL,62.5625,6.119699954986572,7592,53,6000,07/25
634,Andenes,Andøya Airport,Norway,Europe,ANX,ENAN,69.292503356934,16.144199371338,8097,77,6000,03/21
635,Alta,Alta Airport,Norway,Europe,ALF,ENAT,69.976097106934,23.371700286865,7165,58,6000,11/29
636,Brønnøy,Brønnøysund Airport,Norway,Europe,BNN,ENBN,65.461097717285,12.217499732971,3937,55,6000,04/22
637,Bodø,Bodø Airport,Norway,Europe,BOO,ENBO,67.26920318603516,14.365300178527832,11136,73,6000,07/25
638,Bergen,Bergen Airport Flesland,Norway,Europe,BGO,ENBR,60.29339981,5.218140125,9810,61,6000,17/35
639,Båtsfjord,Båtsfjord Airport,Norway,Europe,BJF,ENBS,70.60050201416,29.691400527954,3281,45,6000,03/21
640,Berlevåg,Berlevåg Airport,Norway,Europe,BVG,ENBV,70.871399,29.034201,3372,79,6000,06/24
641,Kjevik,Kristiansand Airport,Norway,Europe,KRS,ENCN,58.204201,8.08537,6660,48,6000,03/21
642,Målselv,Bardufoss Airport,Norway,Europe,BDU,ENDU,69.055801391602,18.540399551392,8015,45,6000,10/28
643,Fagernes,Leirin Airport,Norway,Europe,VDB,ENFG,61.015598297119,9.2880601882935,6722,85,6000,15/33
644,Florø,Florø Airport,Norway,Europe,FRO,ENFL,61.583599090576,5.0247201919556,3934,33,6000,07/25
645,Oslo,Oslo Gardermoen Airport,Norway,Europe,OSL,ENGM,60.193901062012,11.100399971008,11811,38,237000,01L/19R
646,Karmøy,Haugesund Airport,Norway,Europe,HAU,ENHD,59.34529876709,5.2083601951599,6957,90,6000,14/32
647,Hammerfest,Hammerfest Airport,Norway,Europe,HFT,ENHF,70.679702758789,23.668600082397,2894,83,6000,05/23
648,Honningsvåg,Valan Airport,Norway,Europe,HVG,ENHV,71.009696960449,25.983600616455,2625,38,6000,08/26
649,Kvernberget,Kristiansund Airport (Kvernberget),Norway,Europe,KSU,ENKB,63.111801147461,7.824520111084,6037,84,6000,07/25
650,Kirkenes,Kirkenes Airport (Høybuktmoen),Norway,Europe,KKN,ENKR,69.725799560547,29.891300201416,6939,69,6000,06/24
651,Leknes,Leknes Airport,Norway,Europe,LKN,ENLK,68.152496337891,13.609399795532,2881,72,6000,03/21
652,Mehamn,Mehamn Airport,Norway,Europe,MEH,ENMH,71.02970123291,27.826700210571,2887,32,6000,17/35
653,Årø,Molde Airport,Norway,Europe,MOL,ENML,62.744701385498,7.2624998092651,6922,54,6000,07/25
654,Mosjoen,Mosjøen Airport (Kjærstad),Norway,Europe,MJF,ENMS,65.783996582031,13.214900016785,3015,75,6000,16/34
655,Lakselv,Banak Airport,Norway,Europe,LKL,ENNA,70.068801879883,24.973499298096,9147,39,6000,16/34
656,Narvik,Narvik Framnes Airport,Norway,Europe,NVK,ENNK,68.436897277832,17.386699676514,2982,40,6000,01/19
657,Notodden,Notodden Airport,Norway,Europe,NTB,ENNO,59.565701,9.21222,4570,89,6000,12/30
658,Ørland,Ørland Airport,Norway,Europe,OLA,ENOL,63.69889831542969,9.604000091552734,8904,85,6000,15/33
659,Røros,Røros Airport,Norway,Europe,RRS,ENRO,62.578399658203,11.342300415039,5643,89,6000,14/32
660,Svolvær,Svolvær Helle Airport,Norway,Europe,SVJ,ENSH,68.243301391602,14.669199943542,3104,49,6000,01/19
661,Hadsel,Stokmarknes Skagen Airport,Norway,Europe,SKN,ENSK,68.578826904297,15.033416748047,3015,59,6000,09/27
662,Geiteryggen,Skien Airport,Norway,Europe,SKE,ENSN,59.185001373291016,9.566940307617188,4596,65,6000,01/19
663,Leirvik,Stord Airport,Norway,Europe,SRP,ENSO,59.791900634765625,5.340849876403809,3937,56,6000,14/32
664,Sørkjosen,Sørkjosen Airport,Norway,Europe,SOJ,ENSR,69.786796569824,20.959400177002,3015,32,6000,15/33
665,Alstahaug,Sandnessjøen Airport (Stokka),Norway,Europe,SSJ,ENST,65.956802368164,12.468899726868,3563,70,6000,03/21
666,Tromsø,Tromsø Airport,Norway,Europe,TOS,ENTC,69.68329620361328,18.918899536132812,7848,55,6000,01/19
667,Trondheim,Trondheim Airport Værnes,Norway,Europe,TRD,ENVA,63.4578018,10.9239998,9052,43,6000,09/27|14/32
668,Vadsø,Vadsø Airport,Norway,Europe,VDS,ENVD,70.065299987793,29.844699859619,3271,65,6000,08/26
669,Stavanger,Stavanger Airport Sola,Norway,Europe,SVG,ENZV,58.876701354,5.6377801895,9369,31,6000,11/29
670,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,Poland,Europe,BZG,EPBY,53.096801757799994,17.9776992798,8202,50,24000,08/26
671,Gdańsk,Gdańsk Lech Wałęsa Airport,Poland,Europe,GDN,EPGD,54.377601623535156,18.46619987487793,9186,88,24000,11/29
672,Kraków,Kraków John Paul II International Airport,Poland,Europe,KRK,EPKK,50.077702,19.7848,8366,33,24000,07/25
673,Katowice,Katowice International Airport,Poland,Europe,KTW,EPKT,50.4743,19.08,9183,52,24000,09/27
674,Łódź,Łódź Władysław Reymont Airport,Poland,Europe,LCJ,EPLL,51.721900939899996,19.3980998993,8022,39,24000,07L/25R
675,Warsaw modlin,Modlin Airport,Poland,Europe,WMI,EPMO,52.451099,20.6518,8202,85,24000,08/26
676,Poznań,Poznań-Ławica Airport,Poland,Europe,POZ,EPPO,52.421001434299995,16.8262996674,8215,47,24000,02/20
677,Radom,Radom Airport,Poland,Europe,RDO,EPRA,51.3891983032,21.213300705,6544,89,24000,07/25
678,Rzeszów,Rzeszów-Jasionka Airport,Poland,Europe,RZE,EPRZ,50.1100006104,22.0189990997,10499,79,24000,08/26
679,Goleniow,Szczecin-Goleniów Solidarność Airport,Poland,Europe,SZZ,EPSC,53.584701538100006,14.902199745199999,8202,45,24000,13/31
680,Olsztyn,Olsztyn-Mazury Airport,Poland,Europe,SZY,EPSY,53.481899,20.9377,6562,79,24000,02/20
681,Warsaw intl,Warsaw Chopin Airport,Poland,Europe,WAW,EPWA,52.1656990051,20.967100143399996,12106,42,237000,11/29
682,Wrocław,Copernicus Wrocław Airport,Poland,Europe,WRO,EPWR,51.1026992798,16.885799408,8202,56,24000,11/29
683,Babimost,Zielona Góra-Babimost Airport,Poland,Europe,IEG,EPZG,52.138500213600004,15.7986001968,8202,88,24000,06/24
684,Ronneby,Ronneby Airport,Sweden,Europe,RNB,ESDF,56.266700744629,15.265000343323,7648,37,6000,01/19
685,Gothenburg intl,Gothenburg-Landvetter Airport,Sweden,Europe,GOT,ESGG,57.662799835205,12.279800415039,10823,70,6000,03/21
